function( n, i ) ... end
2380
1,1,1,0
2,1,8,0
3,1,27,0
4,1,64,0
4,2,64,0
5,1,125,0
6,1,108,0
6,2,216,0
7,1,343,1
8,1,512,0
8,2,512,0
8,3,320,0
8,4,320,1
8,5,512,1
9,1,729,1
9,2,729,1
10,1,400,1
10,2,1000,1
11,1,1331,1
12,1,864,1
12,2,1728,1
12,3,576,2
12,4,864,1
12,5,1728,1
13,1,2197,1
14,1,980,12
14,2,2744,3
15,1,3375,3
16,1,4096,4
16,2,4096,3
16,3,2560,3
16,4,2560,4
16,5,4096,5
16,6,2560,3
16,7,1792,6
16,8,1792,5
16,9,1792,4
16,10,4096,4
16,11,2560,4
16,12,2560,4
16,13,2560,7
16,14,4096,3
17,1,4913,3
18,1,1944,5
18,2,5832,5
18,3,2916,5
18,4,1944,5
18,5,5832,5
19,1,6859,5
20,1,3200,6
20,2,8000,9
20,3,2000,8
20,4,3200,7
20,5,8000,6
21,1,2205,10
21,2,9261,7
22,1,3388,9
22,2,10648,10
23,1,12167,9
24,1,6912,12
24,2,13824,12
24,3,4032,14
24,4,5184,15
24,5,6912,12
24,6,5184,12
24,7,6912,13
24,8,5184,12
24,9,13824,14
24,10,8640,11
24,11,8640,12
24,12,2880,14
24,13,4608,13
24,14,6912,15
24,15,13824,12
25,1,15625,13
25,2,15625,12
26,1,5408,21
26,2,17576,13
27,1,19683,14
27,2,19683,17
27,3,8019,17
27,4,8019,18
27,5,19683,17
28,1,7840,24
28,2,21952,18
28,3,7840,19
28,4,21952,19
29,1,24389,18
30,1,13500,23
30,2,10800,23
30,3,8100,23
30,4,27000,25
31,1,29791,20
32,1,32768,34
32,2,20480,29
32,3,32768,32
32,4,20480,31
32,5,20480,33
32,6,11264,32
32,7,11264,35
32,8,11264,32
32,9,14336,35
32,10,14336,39
32,11,14336,36
32,12,20480,30
32,13,14336,41
32,14,14336,31
32,15,14336,35
32,16,32768,29
32,17,20480,34
32,18,11264,37
32,19,11264,38
32,20,11264,34
32,21,32768,33
32,22,20480,30
32,23,20480,37
32,24,20480,30
32,25,20480,38
32,26,20480,43
32,27,14336,32
32,28,14336,30
32,29,14336,33
32,30,14336,35
32,31,14336,34
32,32,14336,30
32,33,14336,32
32,34,14336,29
32,35,14336,30
32,36,32768,36
32,37,20480,35
32,38,20480,35
32,39,14336,31
32,40,14336,34
32,41,14336,32
32,42,14336,35
32,43,11264,33
32,44,11264,35
32,45,32768,28
32,46,20480,32
32,47,20480,29
32,48,20480,32
32,49,17408,38
32,50,17408,34
32,51,32768,29
33,1,35937,26
34,1,11560,36
34,2,39304,30
35,1,42875,35
36,1,15552,56
36,2,46656,45
36,3,15552,50
36,4,15552,44
36,5,46656,46
36,6,23328,47
36,7,15552,48
36,8,46656,42
36,9,7776,52
36,10,11664,49
36,11,15552,54
36,12,23328,46
36,13,15552,41
36,14,46656,41
37,1,50653,38
38,1,15884,51
38,2,54872,44
39,1,10647,60
39,2,59319,48
40,1,25600,64
40,2,64000,57
40,3,16000,72
40,4,20800,64
40,5,25600,68
40,6,20800,63
40,7,25600,64
40,8,20800,62
40,9,64000,57
40,10,40000,58
40,11,40000,57
40,12,16000,65
40,13,25600,61
40,14,64000,59
41,1,68921,53
42,1,12348,84
42,2,17640,71
42,3,37044,67
42,4,26460,67
42,5,21168,72
42,6,74088,65
43,1,79507,58
44,1,27104,84
44,2,85184,73
44,3,27104,78
44,4,85184,66
45,1,91125,82
45,2,91125,78
46,1,27508,97
46,2,97336,81
47,1,103823,90
48,1,55296,138
48,2,110592,111
48,3,18432,127
48,4,55296,128
48,5,41472,117
48,6,34560,121
48,7,34560,117
48,8,34560,123
48,9,55296,123
48,10,41472,117
48,11,55296,108
48,12,41472,121
48,13,41472,116
48,14,41472,112
48,15,27648,121
48,16,27648,124
48,17,27648,118
48,18,27648,118
48,19,41472,112
48,20,110592,120
48,21,69120,132
48,22,69120,124
48,23,110592,103
48,24,69120,108
48,25,48384,117
48,26,48384,120
48,27,48384,122
48,28,18432,129
48,29,18432,133
48,30,23040,129
48,31,36864,118
48,32,32256,120
48,33,32256,129
48,34,41472,111
48,35,55296,112
48,36,41472,109
48,37,41472,109
48,38,34560,112
48,39,34560,114
48,40,34560,115
48,41,34560,114
48,42,55296,121
48,43,41472,115
48,44,110592,106
48,45,69120,104
48,46,69120,106
48,47,69120,121
48,48,23040,129
48,49,36864,127
48,50,18432,114
48,51,55296,111
